           6          15         101        3876  ! atom pairs, coefficients, terms
  TERM GROUP :     EXPONENTS
    65    21 :     0    0    0    0    0    0    0    0    0    0    0    2    2    0    0
    66     4 :     0    0    0    0    0    0    0    0    0    0    0    3    0    0    0
    67     8 :     0    0    0    0    0    0    0    0    0    0    0    3    0    0    1
    68     8 :     0    0    0    0    0    0    0    0    0    0    0    3    0    1    0
    69    20 :     0    0    0    0    0    0    0    0    0    0    0    3    1    0    0
    70     5 :     0    0    0    0    0    0    0    0    0    0    0    4    0    0    0
    71     2 :     0    0    0    0    0    0    0    0    0    0    1    0    0    0    0
    72     6 :     0    0    0    0    0    0    0    0    0    0    1    0    0    0    1
    73     7 :     0    0    0    0    0    0    0    0    0    0    1    0    0    0    2
    74     8 :     0    0    0    0    0    0    0    0    0    0    1    0    0    0    3
    75    14 :     0    0    0    0    0    0    0    0    0    0    1    0    0    1    0
    76    15 :     0    0    0    0    0    0    0    0    0    0    1    0    0    1    1
    77    16 :     0    0    0    0    0    0    0    0    0    0    1    0    0    1    2
    78    18 :     0    0    0    0    0    0    0    0    0    0    1    0    0    2    0
    79    19 :     0    0    0    0    0    0    0    0    0    0    1    0    0    2    1
    80    20 :     0    0    0    0    0    0    0    0    0    0    1    0    0    3    0
    81     6 :     0    0    0    0    0    0    0    0    0    0    1    0    1    0    0
    82    12 :     0    0    0    0    0    0    0    0    0    0    1    0    1    0    1
    83    13 :     0    0    0    0    0    0    0    0    0    0    1    0    1    0    2
    84    15 :     0    0    0    0    0    0    0    0    0    0    1    0    1    1    0
    85    17 :     0    0    0    0    0    0    0    0    0    0    1    0    1    1    1
    86    19 :     0    0    0    0    0    0    0    0    0    0    1    0    1    2    0
    87     7 :     0    0    0    0    0    0    0    0    0    0    1    0    2    0    0
    88    13 :     0    0    0    0    0    0    0    0    0    0    1    0    2    0    1
    89    16 :     0    0    0    0    0    0    0    0    0    0    1    0    2    1    0
    90     8 :     0    0    0    0    0    0    0    0    0    0    1    0    3    0    0
    91     6 :     0    0    0    0    0    0    0    0    0    0    1    1    0    0    0
    92    10 :     0    0    0    0    0    0    0    0    0    0    1    1    0    0    1
    93    11 :     0    0    0    0    0    0    0    0    0    0    1    1    0    0    2
    94    15 :     0    0    0    0    0    0    0    0    0    0    1    1    0    1    0
    95    17 :     0    0    0    0    0    0    0    0    0    0    1    1    0    1    1
    96    19 :     0    0    0    0    0    0    0    0    0    0    1    1    0    2    0
    97    15 :     0    0    0    0    0    0    0    0    0    0    1    1    1    0    0
    98    17 :     0    0    0    0    0    0    0    0    0    0    1    1    1    0    1
    99    22 :     0    0    0    0    0    0    0    0    0    0    1    1    1    1    0
   100    19 :     0    0    0    0    0    0    0    0    0    0    1    1    2    0    0
   101     7 :     0    0    0    0    0    0    0    0    0    0    1    2    0    0    0
   102    11 :     0    0    0    0    0    0    0    0    0    0    1    2    0    0    1
   103    16 :     0    0    0    0    0    0    0    0    0    0    1    2    0    1    0
   104    19 :     0    0    0    0    0    0    0    0    0    0    1    2    1    0    0
   105     8 :     0    0    0    0    0    0    0    0    0    0    1    3    0    0    0
   106     3 :     0    0    0    0    0    0    0    0    0    0    2    0    0    0    0
   107     7 :     0    0    0    0    0    0    0    0    0    0    2    0    0    0    1
   108     9 :     0    0    0    0    0    0    0    0    0    0    2    0    0    0    2
   109    18 :     0    0    0    0    0    0    0    0    0    0    2    0    0    1    0
   110    19 :     0    0    0    0    0    0    0    0    0    0    2    0    0    1    1
   111    21 :     0    0    0    0    0    0    0    0    0    0    2    0    0    2    0
   112     7 :     0    0    0    0    0    0    0    0    0    0    2    0    1    0    0
   113    13 :     0    0    0    0    0    0    0    0    0    0    2    0    1    0    1
   114    19 :     0    0    0    0    0    0    0    0    0    0    2    0    1    1    0
   115     9 :     0    0    0    0    0    0    0    0    0    0    2    0    2    0    0
   116     7 :     0    0    0    0    0    0    0    0    0    0    2    1    0    0    0
   117    11 :     0    0    0    0    0    0    0    0    0    0    2    1    0    0    1
   118    19 :     0    0    0    0    0    0    0    0    0    0    2    1    0    1    0
   119    16 :     0    0    0    0    0    0    0    0    0    0    2    1    1    0    0
   120     9 :     0    0    0    0    0    0    0    0    0    0    2    2    0    0    0
   121     4 :     0    0    0    0    0    0    0    0    0    0    3    0    0    0    0
   122     8 :     0    0    0    0    0    0    0    0    0    0    3    0    0    0    1
   123    20 :     0    0    0    0    0    0    0    0    0    0    3    0    0    1    0
   124     8 :     0    0    0    0    0    0    0    0    0    0    3    0    1    0    0
   125     8 :     0    0    0    0    0    0    0    0    0    0    3    1    0    0    0
   126     5 :     0    0    0    0    0    0    0    0    0    0    4    0    0    0    0
   127     2 :     0    0    0    0    0    0    0    0    0    1    0    0    0    0    0
   128    14 :     0    0    0    0    0    0    0    0    0    1    0    0    0    0    1
   129    18 :     0    0    0    0    0    0    0    0    0    1    0    0    0    0    2
   130    20 :     0    0    0    0    0    0    0    0    0    1    0    0    0    0    3
   131     6 :     0    0    0    0    0    0    0    0    0    1    0    0    0    1    0
   132    15 :     0    0    0    0    0    0    0    0    0    1    0    0    0    1    1
   133    19 :     0    0    0    0    0    0    0    0    0    1    0    0    0    1    2
   134     7 :     0    0    0    0    0    0    0    0    0    1    0    0    0    2    0
   135    16 :     0    0    0    0    0    0    0    0    0    1    0    0    0    2    1
   136     8 :     0    0    0    0    0    0    0    0    0    1    0    0    0    3    0
   137     6 :     0    0    0    0    0    0    0    0    0    1    0    0    1    0    0
   138    15 :     0    0    0    0    0    0    0    0    0    1    0    0    1    0    1
   139    19 :     0    0    0    0    0    0    0    0    0    1    0    0    1    0    2
   140    12 :     0    0    0    0    0    0    0    0    0    1    0    0    1    1    0
   141    17 :     0    0    0    0    0    0    0    0    0    1    0    0    1    1    1
   142    13 :     0    0    0    0    0    0    0    0    0    1    0    0    1    2    0
   143     7 :     0    0    0    0    0    0    0    0    0    1    0    0    2    0    0
   144    16 :     0    0    0    0    0    0    0    0    0    1    0    0    2    0    1
   145    13 :     0    0    0    0    0    0    0    0    0    1    0    0    2    1    0
   146     8 :     0    0    0    0    0    0    0    0    0    1    0    0    3    0    0
   147     6 :     0    0    0    0    0    0    0    0    0    1    0    1    0    0    0
   148    15 :     0    0    0    0    0    0    0    0    0    1    0    1    0    0    1
   149    19 :     0    0    0    0    0    0    0    0    0    1    0    1    0    0    2
   150    10 :     0    0    0    0    0    0    0    0    0    1    0    1    0    1    0
   151    17 :     0    0    0    0    0    0    0    0    0    1    0    1    0    1    1
   152    11 :     0    0    0    0    0    0    0    0    0    1    0    1    0    2    0
   153    15 :     0    0    0    0    0    0    0    0    0    1    0    1    1    0    0
   154    22 :     0    0    0    0    0    0    0    0    0    1    0    1    1    0    1
   155    17 :     0    0    0    0    0    0    0    0    0    1    0    1    1    1    0
   156    19 :     0    0    0    0    0    0    0    0    0    1    0    1    2    0    0
   157     7 :     0    0    0    0    0    0    0    0    0    1    0    2    0    0    0
   158    16 :     0    0    0    0    0    0    0    0    0    1    0    2    0    0    1
   159    11 :     0    0    0    0    0    0    0    0    0    1    0    2    0    1    0
   160    19 :     0    0    0    0    0    0    0    0    0    1    0    2    1    0    0
   161     8 :     0    0    0    0    0    0    0    0    0    1    0    3    0    0    0
   162     6 :     0    0    0    0    0    0    0    0    0    1    1    0    0    0    0
   163    15 :     0    0    0    0    0    0    0    0    0    1    1    0    0    0    1
   164    19 :     0    0    0    0    0    0    0    0    0    1    1    0    0    0    2
   165    15 :     0    0    0    0    0    0    0    0    0    1    1    0    0    1    0
   166    22 :     0    0    0    0    0    0    0    0    0    1    1    0    0    1    1
   167    19 :     0    0    0    0    0    0    0    0    0    1    1    0    0    2    0
   168    10 :     0    0    0    0    0    0    0    0    0    1    1    0    1    0    0
   169    17 :     0    0    0    0    0    0    0    0    0    1    1    0    1    0    1
   170    17 :     0    0    0    0    0    0    0    0    0    1    1    0    1    1    0
   171    11 :     0    0    0    0    0    0    0    0    0    1    1    0    2    0    0
   172    12 :     0    0    0    0    0    0    0    0    0    1    1    1    0    0    0
   173    17 :     0    0    0    0    0    0    0    0    0    1    1    1    0    0    1
   174    17 :     0    0    0    0    0    0    0    0    0    1    1    1    0    1    0
   175    17 :     0    0    0    0    0    0    0    0    0    1    1    1    1    0    0
   176    13 :     0    0    0    0    0    0    0    0    0    1    1    2    0    0    0
   177     7 :     0    0    0    0    0    0    0    0    0    1    2    0    0    0    0
   178    16 :     0    0    0    0    0    0    0    0    0    1    2    0    0    0    1
   179    19 :     0    0    0    0    0    0    0    0    0    1    2    0    0    1    0
   180    11 :     0    0    0    0    0    0    0    0    0    1    2    0    1    0    0
   181    13 :     0    0    0    0    0    0    0    0    0    1    2    1    0    0    0
   182     8 :     0    0    0    0    0    0    0    0    0    1    3    0    0    0    0
   183     3 :     0    0    0    0    0    0    0    0    0    2    0    0    0    0    0
   184    18 :     0    0    0    0    0    0    0    0    0    2    0    0    0    0    1
   185    21 :     0    0    0    0    0    0    0    0    0    2    0    0    0    0    2
   186     7 :     0    0    0    0    0    0    0    0    0    2    0    0    0    1    0
   187    19 :     0    0    0    0    0    0    0    0    0    2    0    0    0    1    1
   188     9 :     0    0    0    0    0    0    0    0    0    2    0    0    0    2    0
   189     7 :     0    0    0    0    0    0    0    0    0    2    0    0    1    0    0
   190    19 :     0    0    0    0    0    0    0    0    0    2    0    0    1    0    1
   191    13 :     0    0    0    0    0    0    0    0    0    2    0    0    1    1    0
   192     9 :     0    0    0    0    0    0    0    0    0    2    0    0    2    0    0
   193     7 :     0    0    0    0    0    0    0    0    0    2    0    1    0    0    0
   194    19 :     0    0    0    0    0    0    0    0    0    2    0    1    0    0    1
   195    11 :     0    0    0    0    0    0    0    0    0    2    0    1    0    1    0
   196    16 :     0    0    0    0    0    0    0    0    0    2    0    1    1    0    0
   197     9 :     0    0    0    0    0    0    0    0    0    2    0    2    0    0    0
   198     7 :     0    0    0    0    0    0    0    0    0    2    1    0    0    0    0
   199    19 :     0    0    0    0    0    0    0    0    0    2    1    0    0    0    1
   200    16 :     0    0    0    0    0    0    0    0    0    2    1    0    0    1    0
   201    11 :     0    0    0    0    0    0    0    0    0    2    1    0    1    0    0
   202    13 :     0    0    0    0    0    0    0    0    0    2    1    1    0    0    0
   203     9 :     0    0    0    0    0    0    0    0    0    2    2    0    0    0    0
   204     4 :     0    0    0    0    0    0    0    0    0    3    0    0    0    0    0
   205    20 :     0    0    0    0    0    0    0    0    0    3    0    0    0    0    1
   206     8 :     0    0    0    0    0    0    0    0    0    3    0    0    0    1    0
   207     8 :     0    0    0    0    0    0    0    0    0    3    0    0    1    0    0
   208     8 :     0    0    0    0    0    0    0    0    0    3    0    1    0    0    0
   209     8 :     0    0    0    0    0    0    0    0    0    3    1    0    0    0    0
   210     5 :     0    0    0    0    0    0    0    0    0    4    0    0    0    0    0
   211     2 :     0    0    0    0    0    0    0    0    1    0    0    0    0    0    0
   212     6 :     0    0    0    0    0    0    0    0    1    0    0    0    0    0    1
   213     7 :     0    0    0    0    0    0    0    0    1    0    0    0    0    0    2
   214     8 :     0    0    0    0    0    0    0    0    1    0    0    0    0    0    3
   215     6 :     0    0    0    0    0    0    0    0    1    0    0    0    0    1    0
   216    12 :     0    0    0    0    0    0    0    0    1    0    0    0    0    1    1
   217    13 :     0    0    0    0    0    0    0    0    1    0    0    0    0    1    2
   218     7 :     0    0    0    0    0    0    0    0    1    0    0    0    0    2    0
   219    13 :     0    0    0    0    0    0    0    0    1    0    0    0    0    2    1
   220     8 :     0    0    0    0    0    0    0    0    1    0    0    0    0    3    0
   221    14 :     0    0    0    0    0    0    0    0    1    0    0    0    1    0    0
   222    15 :     0    0    0    0    0    0    0    0    1    0    0    0    1    0    1
   223    16 :     0    0    0    0    0    0    0    0    1    0    0    0    1    0    2
   224    15 :     0    0    0    0    0    0    0    0    1    0    0    0    1    1    0
   225    17 :     0    0    0    0    0    0    0    0    1    0    0    0    1    1    1
   226    16 :     0    0    0    0    0    0    0    0    1    0    0    0    1    2    0
   227    18 :     0    0    0    0    0    0    0    0    1    0    0    0    2    0    0
   228    19 :     0    0    0    0    0    0    0    0    1    0    0    0    2    0    1
   229    19 :     0    0    0    0    0    0    0    0    1    0    0    0    2    1    0
   230    20 :     0    0    0    0    0    0    0    0    1    0    0    0    3    0    0
   231     6 :     0    0    0    0    0    0    0    0    1    0    0    1    0    0    0
   232    12 :     0    0    0    0    0    0    0    0    1    0    0    1    0    0    1
   233    13 :     0    0    0    0    0    0    0    0    1    0    0    1    0    0    2
   234    12 :     0    0    0    0    0    0    0    0    1    0    0    1    0    1    0
   235    23 :     0    0    0    0    0    0    0    0    1    0    0    1    0    1    1
   236    13 :     0    0    0    0    0    0    0    0    1    0    0    1    0    2    0
   237    24 :     0    0    0    0    0    0    0    0    1    0    0    1    1    0    0
   238    25 :     0    0    0    0    0    0    0    0    1    0    0    1    1    0    1
   239    25 :     0    0    0    0    0    0    0    0    1    0    0    1    1    1    0
   240    26 :     0    0    0    0    0    0    0    0    1    0    0    1    2    0    0
   241     7 :     0    0    0    0    0    0    0    0    1    0    0    2    0    0    0
   242    13 :     0    0    0    0    0    0    0    0    1    0    0    2    0    0    1
   243    13 :     0    0    0    0    0    0    0    0    1    0    0    2    0    1    0
   244    27 :     0    0    0    0    0    0    0    0    1    0    0    2    1    0    0
   245     8 :     0    0    0    0    0    0    0    0    1    0    0    3    0    0    0
   246    14 :     0    0    0    0    0    0    0    0    1    0    1    0    0    0    0
   247    15 :     0    0    0    0    0    0    0    0    1    0    1    0    0    0    1
   248    16 :     0    0    0    0    0    0    0    0    1    0    1    0    0    0    2
   249    24 :     0    0    0    0    0    0    0    0    1    0    1    0    0    1    0
   250    25 :     0    0    0    0    0    0    0    0    1    0    1    0    0    1    1
   251    27 :     0    0    0    0    0    0    0    0    1    0    1    0    0    2    0
   252    24 :     0    0    0    0    0    0    0    0    1    0    1    0    1    0    0
   253    25 :     0    0    0    0    0    0    0    0    1    0    1    0    1    0    1
   254    28 :     0    0    0    0    0    0    0    0    1    0    1    0    1    1    0
   255    27 :     0    0    0    0    0    0    0    0    1    0    1    0    2    0    0
   256    15 :     0    0    0    0    0    0    0    0    1    0    1    1    0    0    0
   257    17 :     0    0    0    0    0    0    0    0    1    0    1    1    0    0    1
   258    25 :     0    0    0    0    0    0    0    0    1    0    1    1    0    1    0
   259    28 :     0    0    0    0    0    0    0    0    1    0    1    1    1    0    0
   260    16 :     0    0    0    0    0    0    0    0    1    0    1    2    0    0    0
   261    18 :     0    0    0    0    0    0    0    0    1    0    2    0    0    0    0
   262    19 :     0    0    0    0    0    0    0    0    1    0    2    0    0    0    1
   263    26 :     0    0    0    0    0    0    0    0    1    0    2    0    0    1    0
   264    27 :     0    0    0    0    0    0    0    0    1    0    2    0    1    0    0
   265    19 :     0    0    0    0    0    0    0    0    1    0    2    1    0    0    0
   266    20 :     0    0    0    0    0    0    0    0    1    0    3    0    0    0    0
   267    14 :     0    0    0    0    0    0    0    0    1    1    0    0    0    0    0
   268    24 :     0    0    0    0    0    0    0    0    1    1    0    0    0    0    1
   269    27 :     0    0    0    0    0    0    0    0    1    1    0    0    0    0    2
   270    15 :     0    0    0    0    0    0    0    0    1    1    0    0    0    1    0
   271    25 :     0    0    0    0    0    0    0    0    1    1    0    0    0    1    1
   272    16 :     0    0    0    0    0    0    0    0    1    1    0    0    0    2    0
   273    24 :     0    0    0    0    0    0    0    0    1    1    0    0    1    0    0
   274    28 :     0    0    0    0    0    0    0    0    1    1    0    0    1    0    1
   275    25 :     0    0    0    0    0    0    0    0    1    1    0    0    1    1    0
   276    27 :     0    0    0    0    0    0    0    0    1    1    0    0    2    0    0
   277    15 :     0    0    0    0    0    0    0    0    1    1    0    1    0    0    0
   278    25 :     0    0    0    0    0    0    0    0    1    1    0    1    0    0    1
   279    17 :     0    0    0    0    0    0    0    0    1    1    0    1    0    1    0
   280    28 :     0    0    0    0    0    0    0    0    1    1    0    1    1    0    0
   281    16 :     0    0    0    0    0    0    0    0    1    1    0    2    0    0    0
   282    24 :     0    0    0    0    0    0    0    0    1    1    1    0    0    0    0
   283    28 :     0    0    0    0    0    0    0    0    1    1    1    0    0    0    1
   284    28 :     0    0    0    0    0    0    0    0    1    1    1    0    0    1    0
   285    29 :     0    0    0    0    0    0    0    0    1    1    1    0    1    0    0
   286    25 :     0    0    0    0    0    0    0    0    1    1    1    1    0    0    0
   287    27 :     0    0    0    0    0    0    0    0    1    1    2    0    0    0    0
   288    18 :     0    0    0    0    0    0    0    0    1    2    0    0    0    0    0
   289    26 :     0    0    0    0    0    0    0    0    1    2    0    0    0    0    1
   290    19 :     0    0    0    0    0    0    0    0    1    2    0    0    0    1    0
   291    27 :     0    0    0    0    0    0    0    0    1    2    0    0    1    0    0
   292    19 :     0    0    0    0    0    0    0    0    1    2    0    1    0    0    0
   293    27 :     0    0    0    0    0    0    0    0    1    2    1    0    0    0    0
   294    20 :     0    0    0    0    0    0    0    0    1    3    0    0    0    0    0
   295     3 :     0    0    0    0    0    0    0    0    2    0    0    0    0    0    0
   296     7 :     0    0    0    0    0    0    0    0    2    0    0    0    0    0    1
   297     9 :     0    0    0    0    0    0    0    0    2    0    0    0    0    0    2
   298     7 :     0    0    0    0    0    0    0    0    2    0    0    0    0    1    0
   299    13 :     0    0    0    0    0    0    0    0    2    0    0    0    0    1    1
   300     9 :     0    0    0    0    0    0    0    0    2    0    0    0    0    2    0
   301    18 :     0    0    0    0    0    0    0    0    2    0    0    0    1    0    0
   302    19 :     0    0    0    0    0    0    0    0    2    0    0    0    1    0    1
   303    19 :     0    0    0    0    0    0    0    0    2    0    0    0    1    1    0
   304    21 :     0    0    0    0    0    0    0    0    2    0    0    0    2    0    0
   305     7 :     0    0    0    0    0    0    0    0    2    0    0    1    0    0    0
   306    13 :     0    0    0    0    0    0    0    0    2    0    0    1    0    0    1
   307    13 :     0    0    0    0    0    0    0    0    2    0    0    1    0    1    0
   308    27 :     0    0    0    0    0    0    0    0    2    0    0    1    1    0    0
   309     9 :     0    0    0    0    0    0    0    0    2    0    0    2    0    0    0
   310    18 :     0    0    0    0    0    0    0    0    2    0    1    0    0    0    0
   311    19 :     0    0    0    0    0    0    0    0    2    0    1    0    0    0    1
   312    27 :     0    0    0    0    0    0    0    0    2    0    1    0    0    1    0
   313    26 :     0    0    0    0    0    0    0    0    2    0    1    0    1    0    0
   314    19 :     0    0    0    0    0    0    0    0    2    0    1    1    0    0    0
   315    21 :     0    0    0    0    0    0    0    0    2    0    2    0    0    0    0
   316    18 :     0    0    0    0    0    0    0    0    2    1    0    0    0    0    0
   317    27 :     0    0    0    0    0    0    0    0    2    1    0    0    0    0    1
   318    19 :     0    0    0    0    0    0    0    0    2    1    0    0    0    1    0
   319    26 :     0    0    0    0    0    0    0    0    2    1    0    0    1    0    0
   320    19 :     0    0    0    0    0    0    0    0    2    1    0    1    0    0    0
   321    26 :     0    0    0    0    0    0    0    0    2    1    1    0    0    0    0
   322    21 :     0    0    0    0    0    0    0    0    2    2    0    0    0    0    0
   323     4 :     0    0    0    0    0    0    0    0    3    0    0    0    0    0    0
   324     8 :     0    0    0    0    0    0    0    0    3    0    0    0    0    0    1
   325     8 :     0    0    0    0    0    0    0    0    3    0    0    0    0    1    0
   326    20 :     0    0    0    0    0    0    0    0    3    0    0    0    1    0    0
   327     8 :     0    0    0    0    0    0    0    0    3    0    0    1    0    0    0
   328    20 :     0    0    0    0    0    0    0    0    3    0    1    0    0    0    0
   329    20 :     0    0    0    0    0    0    0    0    3    1    0    0    0    0    0
   330     5 :     0    0    0    0    0    0    0    0    4    0    0    0    0    0    0
   331     2 :     0    0    0    0    0    0    0    1    0    0    0    0    0    0    0
   332     6 :     0    0    0    0    0    0    0    1    0    0    0    0    0    0    1
   333     7 :     0    0    0    0    0    0    0    1    0    0    0    0    0    0    2
   334     8 :     0    0    0    0    0    0    0    1    0    0    0    0    0    0    3
   335    14 :     0    0    0    0    0    0    0    1    0    0    0    0    0    1    0
   336    15 :     0    0    0    0    0    0    0    1    0    0    0    0    0    1    1
   337    16 :     0    0    0    0    0    0    0    1    0    0    0    0    0    1    2
   338    18 :     0    0    0    0    0    0    0    1    0    0    0    0    0    2    0
   339    19 :     0    0    0    0    0    0    0    1    0    0    0    0    0    2    1
   340    20 :     0    0    0    0    0    0    0    1    0    0    0    0    0    3    0
   341     6 :     0    0    0    0    0    0    0    1    0    0    0    0    1    0    0
   342    12 :     0    0    0    0    0    0    0    1    0    0    0    0    1    0    1
   343    13 :     0    0    0    0    0    0    0    1    0    0    0    0    1    0    2
   344    15 :     0    0    0    0    0    0    0    1    0    0    0    0    1    1    0
   345    17 :     0    0    0    0    0    0    0    1    0    0    0    0    1    1    1
   346    19 :     0    0    0    0    0    0    0    1    0    0    0    0    1    2    0
   347     7 :     0    0    0    0    0    0    0    1    0    0    0    0    2    0    0
   348    13 :     0    0    0    0    0    0    0    1    0    0    0    0    2    0    1
   349    16 :     0    0    0    0    0    0    0    1    0    0    0    0    2    1    0
   350     8 :     0    0    0    0    0    0    0    1    0    0    0    0    3    0    0
   351    14 :     0    0    0    0    0    0    0    1    0    0    0    1    0    0    0
   352    15 :     0    0    0    0    0    0    0    1    0    0    0    1    0    0    1
   353    16 :     0    0    0    0    0    0    0    1    0    0    0    1    0    0    2
   354    24 :     0    0    0    0    0    0    0    1    0    0    0    1    0    1    0
   355    25 :     0    0    0    0    0    0    0    1    0    0    0    1    0    1    1
   356    27 :     0    0    0    0    0    0    0    1    0    0    0    1    0    2    0
   357    24 :     0    0    0    0    0    0    0    1    0    0    0    1    1    0    0
   358    25 :     0    0    0    0    0    0    0    1    0    0    0    1    1    0    1
   359    28 :     0    0    0    0    0    0    0    1    0    0    0    1    1    1    0
   360    27 :     0    0    0    0    0    0    0    1    0    0    0    1    2    0    0
   361    18 :     0    0    0    0    0    0    0    1    0    0    0    2    0    0    0
   362    19 :     0    0    0    0    0    0    0    1    0    0    0    2    0    0    1
   363    27 :     0    0    0    0    0    0    0    1    0    0    0    2    0    1    0
   364    26 :     0    0    0    0    0    0    0    1    0    0    0    2    1    0    0
   365    20 :     0    0    0    0    0    0    0    1    0    0    0    3    0    0    0
   366     6 :     0    0    0    0    0    0    0    1    0    0    1    0    0    0    0
   367    12 :     0    0    0    0    0    0    0    1    0    0    1    0    0    0    1
   368    13 :     0    0    0    0    0    0    0    1    0    0    1    0    0    0    2
   369    24 :     0    0    0    0    0    0    0    1    0    0    1    0    0    1    0
   370    25 :     0    0    0    0    0    0    0    1    0    0    1    0    0    1    1
   371    26 :     0    0    0    0    0    0    0    1    0    0    1    0    0    2    0
   372    12 :     0    0    0    0    0    0    0    1    0    0    1    0    1    0    0
   373    23 :     0    0    0    0    0    0    0    1    0    0    1    0    1    0    1
   374    25 :     0    0    0    0    0    0    0    1    0    0    1    0    1    1    0
   375    13 :     0    0    0    0    0    0    0    1    0    0    1    0    2    0    0
   376    15 :     0    0    0    0    0    0    0    1    0    0    1    1    0    0    0
